Time,ThumbTip.x,ThumbTip.y,ThumbTip.z,IndexTip.x,IndexTip.y,IndexTip.z,MiddleTip.x,MiddleTip.y,MiddleTip.z,RingTip.x,RingTip.y,RingTip.z,LittleTip.x,LittleTip.y,LittleTip.z,Dist,Speed,PalmDist,Label
0.3122,-0.0966,0.0603,0.0880,-0.0681,0.1218,0.1187,-0.0765,0.0849,0.1304,-0.0752,0.0563,0.1211,-0.0630,0.0363,0.1122,0.0530,0.000,0.1122,None
0.3774,-0.0934,0.0659,0.0852,-0.0708,0.1232,0.1097,-0.0839,0.0756,0.1087,-0.0769,0.0507,0.0957,-0.0620,0.0397,0.0941,0.0272,0.403,0.1023,None
0.3859,-0.0909,0.0707,0.0830,-0.0697,0.1270,0.1039,-0.0852,0.0730,0.0969,-0.0748,0.0506,0.0840,-0.0593,0.0436,0.0865,0.0152,1.500,0.0979,None
0.4505,-0.0868,0.0731,0.0845,-0.0629,0.1290,0.1054,-0.0811,0.0748,0.0973,-0.0717,0.0526,0.0847,-0.0565,0.0428,0.0818,0.0142,0.019,0.0972,None
0.4664,-0.0852,0.0745,0.0847,-0.0603,0.1301,0.1055,-0.0795,0.0761,0.0974,-0.0706,0.0538,0.0849,-0.0554,0.0437,0.0819,0.0140,0.014,0.0972,None
0.4802,-0.0834,0.0762,0.0849,-0.0574,0.1316,0.1052,-0.0776,0.0779,0.0975,-0.0696,0.0559,0.0860,-0.0542,0.0452,0.0821,0.0140,0.013,0.0972,None
0.4940,-0.0818,0.0777,0.0850,-0.0547,0.1330,0.1049,-0.0760,0.0796,0.0975,-0.0690,0.0585,0.0878,-0.0531,0.0465,0.0823,0.0139,0.013,0.0972,None
0.5077,-0.0805,0.0799,0.0842,-0.0525,0.1351,0.1033,-0.0747,0.0849,0.0996,-0.0698,0.0645,0.0933,-0.0548,0.0505,0.0874,0.0172,0.312,0.0998,None
0.5215,-0.0791,0.0820,0.0834,-0.0503,0.1369,0.1018,-0.0730,0.0906,0.1021,-0.0695,0.0695,0.0969,-0.0556,0.0552,0.0936,0.0215,0.357,0.1027,None
0.5361,-0.0776,0.0838,0.0830,-0.0481,0.1386,0.1006,-0.0705,0.0962,0.1049,-0.0684,0.0745,0.1007,-0.0547,0.0605,0.1013,0.0261,0.341,0.1055,None
0.5498,-0.0759,0.0852,0.0832,-0.0457,0.1397,0.1001,-0.0561,0.1155,0.1177,-0.0607,0.0876,0.1140,-0.0518,0.0648,0.1079,0.0501,1.850,0.1143,None
0.5636,-0.0744,0.0855,0.0842,-0.0439,0.1397,0.1007,-0.0420,0.1270,0.1250,-0.0484,0.0987,0.1256,-0.0484,0.0670,0.1132,0.0665,1.305,0.1195,None
0.5777,-0.0732,0.0855,0.0853,-0.0427,0.1395,0.1013,-0.0337,0.1319,0.1277,-0.0425,0.1020,0.1294,-0.0456,0.0679,0.1161,0.0742,0.621,0.1216,None
0.5924,-0.0705,0.0833,0.0837,-0.0410,0.1356,0.0991,-0.0299,0.1295,0.1250,-0.0393,0.0999,0.1272,-0.0426,0.0665,0.1147,0.0741,0.110,0.1189,None
0.6051,-0.0705,0.0837,0.0834,-0.0410,0.1358,0.0987,-0.0296,0.1300,0.1248,-0.0388,0.1004,0.1271,-0.0423,0.0668,0.1147,0.0743,0.025,0.1189,None
0.6195,-0.0703,0.0843,0.0830,-0.0409,0.1360,0.0984,-0.0290,0.1305,0.1245,-0.0382,0.1010,0.1270,-0.0420,0.0673,0.1147,0.0746,0.031,0.1190,None
0.6343,-0.0703,0.0851,0.0824,-0.0408,0.1362,0.0979,-0.0285,0.1311,0.1242,-0.0378,0.1017,0.1269,-0.0418,0.0678,0.1147,0.0748,0.037,0.1191,None
0.6478,-0.0701,0.0858,0.0818,-0.0405,0.1365,0.0976,-0.0279,0.1315,0.1240,-0.0343,0.1041,0.1282,-0.0416,0.0683,0.1147,0.0752,0.049,0.1191,None
0.6616,-0.0702,0.0863,0.0814,-0.0405,0.1366,0.0973,-0.0274,0.1320,0.1239,-0.0301,0.1069,0.1298,-0.0413,0.0688,0.1150,0.0756,0.042,0.1192,None
0.6757,-0.0701,0.0866,0.0812,-0.0404,0.1366,0.0973,-0.0270,0.1321,0.1239,-0.0297,0.1071,0.1299,-0.0404,0.0693,0.1158,0.0759,0.031,0.1193,None
0.6894,-0.0700,0.0868,0.0812,-0.0402,0.1365,0.0975,-0.0265,0.1321,0.1241,-0.0291,0.1071,0.1301,-0.0399,0.0694,0.1162,0.0760,0.033,0.1193,None
0.7036,-0.0698,0.0870,0.0812,-0.0400,0.1364,0.0976,-0.0260,0.1321,0.1242,-0.0286,0.1071,0.1303,-0.0394,0.0694,0.1165,0.0762,0.030,0.1193,None
0.7178,-0.0696,0.0871,0.0813,-0.0396,0.1363,0.0979,-0.0254,0.1321,0.1244,-0.0279,0.1071,0.1305,-0.0386,0.0695,0.1170,0.0764,0.033,0.1193,None
0.7312,-0.0694,0.0875,0.0813,-0.0392,0.1363,0.0980,-0.0247,0.1322,0.1244,-0.0271,0.1072,0.1305,-0.0369,0.0702,0.1181,0.0765,0.036,0.1193,None
0.7454,-0.0690,0.0879,0.0812,-0.0387,0.1364,0.0980,-0.0240,0.1324,0.1243,-0.0263,0.1074,0.1305,-0.0350,0.0711,0.1193,0.0765,0.035,0.1193,None
0.7593,-0.0690,0.0886,0.0810,-0.0382,0.1364,0.0980,-0.0233,0.1324,0.1243,-0.0255,0.1076,0.1305,-0.0336,0.0716,0.1200,0.0767,0.062,0.1193,None
0.7732,-0.0687,0.0890,0.0809,-0.0378,0.1363,0.0982,-0.0227,0.1324,0.1243,-0.0248,0.1076,0.1306,-0.0326,0.0718,0.1204,0.0767,0.043,0.1192,None
0.7874,-0.0685,0.0894,0.0809,-0.0373,0.1362,0.0984,-0.0221,0.1324,0.1244,-0.0241,0.1076,0.1307,-0.0316,0.0720,0.1208,0.0767,0.040,0.1192,None
0.8017,-0.0682,0.0897,0.0809,-0.0368,0.1360,0.0986,-0.0216,0.1322,0.1245,-0.0236,0.1075,0.1308,-0.0307,0.0721,0.1212,0.0767,0.040,0.1191,None
0.8153,-0.0678,0.0901,0.0809,-0.0364,0.1358,0.0989,-0.0219,0.1313,0.1245,-0.0232,0.1073,0.1309,-0.0301,0.0722,0.1215,0.0755,0.107,0.1186,None
0.8293,-0.0674,0.0904,0.0810,-0.0358,0.1355,0.0993,-0.0223,0.1302,0.1245,-0.0228,0.1069,0.1311,-0.0297,0.0720,0.1217,0.0743,0.112,0.1181,None
0.8428,-0.0671,0.0906,0.0811,-0.0355,0.1352,0.0997,-0.0223,0.1296,0.1247,-0.0231,0.1062,0.1311,-0.0295,0.0718,0.1219,0.0737,0.067,0.1179,None
0.8570,-0.0669,0.0908,0.0812,-0.0352,0.1349,0.1001,-0.0219,0.1292,0.1251,-0.0230,0.1057,0.1312,-0.0293,0.0716,0.1221,0.0736,0.041,0.1179,None
0.8709,-0.0667,0.0909,0.0812,-0.0350,0.1346,0.1004,-0.0218,0.1289,0.1253,-0.0230,0.1054,0.1313,-0.0292,0.0714,0.1222,0.0736,0.035,0.1178,None
0.8853,-0.0666,0.0911,0.0812,-0.0348,0.1344,0.1006,-0.0216,0.1287,0.1255,-0.0230,0.1051,0.1314,-0.0291,0.0712,0.1223,0.0736,0.033,0.1178,None
0.8993,-0.0665,0.0911,0.0812,-0.0347,0.1341,0.1010,-0.0214,0.1284,0.1258,-0.0229,0.1047,0.1316,-0.0289,0.0709,0.1224,0.0735,0.032,0.1178,None
0.9133,-0.0665,0.0912,0.0813,-0.0347,0.1338,0.1013,-0.0213,0.1281,0.1261,-0.0229,0.1044,0.1318,-0.0288,0.0707,0.1226,0.0736,0.028,0.1178,None
0.9273,-0.0664,0.0913,0.0813,-0.0346,0.1336,0.1015,-0.0211,0.1279,0.1263,-0.0228,0.1042,0.1319,-0.0286,0.0705,0.1227,0.0736,0.026,0.1177,None
0.9412,-0.0664,0.0914,0.0812,-0.0346,0.1334,0.1017,-0.0209,0.1278,0.1265,-0.0228,0.1039,0.1320,-0.0284,0.0704,0.1229,0.0737,0.031,0.1178,None
0.9547,-0.0664,0.0916,0.0812,-0.0346,0.1332,0.1020,-0.0208,0.1276,0.1267,-0.0228,0.1037,0.1321,-0.0282,0.0702,0.1230,0.0738,0.033,0.1178,None
0.9692,-0.0663,0.0917,0.0812,-0.0345,0.1329,0.1023,-0.0206,0.1274,0.1270,-0.0227,0.1034,0.1323,-0.0280,0.0700,0.1232,0.0740,0.032,0.1178,None
0.9825,-0.0663,0.0918,0.0811,-0.0343,0.1327,0.1026,-0.0204,0.1271,0.1274,-0.0227,0.1030,0.1326,-0.0279,0.0698,0.1235,0.0741,0.045,0.1178,None
0.9965,-0.0661,0.0920,0.0811,-0.0339,0.1324,0.1031,-0.0200,0.1267,0.1279,-0.0225,0.1026,0.1329,-0.0277,0.0695,0.1238,0.0743,0.053,0.1178,None
1.0110,-0.0657,0.0922,0.0811,-0.0333,0.1322,0.1036,-0.0194,0.1263,0.1284,-0.0221,0.1022,0.1333,-0.0274,0.0692,0.1242,0.0745,0.062,0.1178,None
1.0243,-0.0652,0.0926,0.0812,-0.0324,0.1320,0.1042,-0.0186,0.1259,0.1290,-0.0216,0.1017,0.1338,-0.0271,0.0689,0.1245,0.0746,0.074,0.1179,None
1.0383,-0.0646,0.0929,0.0813,-0.0313,0.1318,0.1049,-0.0177,0.1254,0.1297,-0.0210,0.1012,0.1343,-0.0267,0.0686,0.1250,0.0749,0.079,0.1179,None
1.0525,-0.0640,0.0934,0.0812,-0.0302,0.1318,0.1053,-0.0167,0.1251,0.1302,-0.0204,0.1009,0.1347,-0.0263,0.0685,0.1253,0.0750,0.069,0.1179,None
1.0661,-0.0633,0.0940,0.0812,-0.0291,0.1318,0.1056,-0.0158,0.1250,0.1304,-0.0197,0.1008,0.1348,-0.0257,0.0686,0.1255,0.0751,0.055,0.1180,None
1.0797,-0.0627,0.0946,0.0809,-0.0282,0.1321,0.1056,-0.0149,0.1251,0.1303,-0.0191,0.1011,0.1347,-0.0250,0.0690,0.1256,0.0752,0.041,0.1179,None
1.0942,-0.0620,0.0954,0.0806,-0.0271,0.1326,0.1053,-0.0140,0.1255,0.1300,-0.0183,0.1016,0.1345,-0.0238,0.0698,0.1259,0.0752,0.031,0.1179,None
1.1085,-0.0614,0.0961,0.0802,-0.0261,0.1331,0.1050,-0.0132,0.1259,0.1297,-0.0176,0.1020,0.1342,-0.0230,0.0704,0.1260,0.0753,0.033,0.1179,None
1.1218,-0.0609,0.0969,0.0797,-0.0253,0.1335,0.1048,-0.0126,0.1262,0.1295,-0.0173,0.1024,0.1340,-0.0227,0.0709,0.1258,0.0753,0.036,0.1179,None
1.1358,-0.0603,0.0976,0.0793,-0.0245,0.1339,0.1045,-0.0120,0.1265,0.1292,-0.0170,0.1027,0.1337,-0.0225,0.0714,0.1257,0.0753,0.033,0.1179,None
1.1498,-0.0599,0.0983,0.0787,-0.0239,0.1343,0.1041,-0.0117,0.1268,0.1289,-0.0169,0.1031,0.1333,-0.0225,0.0720,0.1254,0.0752,0.027,0.1179,None
1.1636,-0.0596,0.0987,0.0784,-0.0235,0.1347,0.1037,-0.0115,0.1272,0.1285,-0.0170,0.1035,0.1329,-0.0225,0.0725,0.1251,0.0751,0.014,0.1178,None
1.1773,-0.0591,0.0991,0.0782,-0.0228,0.1350,0.1035,-0.0111,0.1274,0.1283,-0.0168,0.1037,0.1326,-0.0222,0.0729,0.1250,0.0749,0.015,0.1178,None
1.1915,-0.0588,0.0995,0.0780,-0.0224,0.1352,0.1034,-0.0108,0.1275,0.1281,-0.0167,0.1039,0.1324,-0.0220,0.0732,0.1249,0.0749,0.013,0.1178,None
1.2054,-0.0585,0.0998,0.0777,-0.0220,0.1354,0.1032,-0.0106,0.1277,0.1280,-0.0167,0.1041,0.1322,-0.0219,0.0735,0.1248,0.0748,0.013,0.1178,None
1.2206,-0.0583,0.1002,0.0773,-0.0215,0.1357,0.1031,-0.0104,0.1279,0.1278,-0.0166,0.1043,0.1320,-0.0217,0.0738,0.1247,0.0749,0.021,0.1178,None
1.2339,-0.0579,0.1009,0.0768,-0.0210,0.1359,0.1029,-0.0100,0.1281,0.1276,-0.0164,0.1045,0.1318,-0.0216,0.0742,0.1246,0.0750,0.043,0.1179,None
1.2471,-0.0578,0.1024,0.0748,-0.0208,0.1367,0.1020,-0.0108,0.1287,0.1270,-0.0188,0.1048,0.1306,-0.0230,0.0751,0.1241,0.0751,0.140,0.1179,None
1.2611,-0.0573,0.1056,0.0706,-0.0204,0.1383,0.1000,-0.0129,0.1298,0.1255,-0.0311,0.1027,0.1237,-0.0318,0.0758,0.1181,0.0746,0.312,0.1178,None
1.2755,-0.0556,0.1104,0.0642,-0.0195,0.1404,0.0972,-0.0198,0.1301,0.1217,-0.0427,0.1026,0.1137,-0.0435,0.0773,0.1070,0.0705,0.696,0.1168,None
1.2892,-0.0525,0.1156,0.0574,-0.0180,0.1425,0.0945,-0.0256,0.1315,0.1168,-0.0499,0.1052,0.1038,-0.0508,0.0810,0.0974,0.0670,0.722,0.1160,None
1.3035,-0.0491,0.1193,0.0524,-0.0163,0.1441,0.0926,-0.0294,0.1331,0.1121,-0.0543,0.1070,0.0933,-0.0548,0.0846,0.0896,0.0644,0.520,0.1154,None
1.3178,-0.0456,0.1221,0.0490,-0.0142,0.1451,0.0917,-0.0307,0.1346,0.1091,-0.0554,0.1086,0.0856,-0.0563,0.0875,0.0832,0.0632,0.350,0.1151,None
1.3309,-0.0427,0.1237,0.0473,-0.0106,0.1457,0.0932,-0.0322,0.1351,0.1065,-0.0557,0.1061,0.0743,-0.0561,0.0873,0.0737,0.0612,0.353,0.1146,None
1.3451,-0.0403,0.1250,0.0460,-0.0080,0.1460,0.0943,-0.0372,0.1346,0.0989,-0.0542,0.0992,0.0587,-0.0537,0.0853,0.0640,0.0539,0.695,0.1125,None
1.3590,-0.0369,0.1267,0.0440,-0.0048,0.1471,0.0928,-0.0422,0.1316,0.0824,-0.0478,0.0901,0.0438,-0.0482,0.0827,0.0553,0.0391,1.256,0.1063,None
1.3730,-0.0342,0.1287,0.0399,-0.0025,0.1495,0.0885,-0.0449,0.1248,0.0605,-0.0399,0.0809,0.0322,-0.0403,0.0749,0.0416,0.0236,1.473,0.0969,None
1.3877,-0.0326,0.1297,0.0374,-0.0006,0.1511,0.0851,-0.0433,0.1203,0.0480,-0.0345,0.0764,0.0266,-0.0349,0.0703,0.0350,0.0178,0.774,0.0911,None
1.4008,-0.0314,0.1310,0.0338,0.0007,0.1535,0.0804,-0.0421,0.1164,0.0382,-0.0294,0.0711,0.0222,-0.0293,0.0635,0.0299,0.0186,0.617,0.0868,None
1.4149,-0.0315,0.1318,0.0302,0.0003,0.1557,0.0757,-0.0422,0.1137,0.0313,-0.0254,0.0663,0.0195,-0.0248,0.0575,0.0279,0.0210,0.341,0.0844,None
1.4291,-0.0314,0.1322,0.0285,0.0001,0.1566,0.0733,-0.0423,0.1125,0.0281,-0.0219,0.0624,0.0187,-0.0210,0.0532,0.0279,0.0225,0.155,0.0835,None
1.4429,-0.0316,0.1320,0.0288,-0.0015,0.1561,0.0720,-0.0426,0.1121,0.0280,-0.0201,0.0602,0.0190,-0.0192,0.0507,0.0283,0.0227,0.033,0.0834,None
1.4573,-0.0317,0.1319,0.0293,-0.0038,0.1547,0.0705,-0.0426,0.1118,0.0281,-0.0194,0.0595,0.0195,-0.0187,0.0497,0.0286,0.0230,0.036,0.0832,None
1.4708,-0.0313,0.1319,0.0294,-0.0081,0.1526,0.0660,-0.0424,0.1117,0.0278,-0.0193,0.0594,0.0195,-0.0188,0.0495,0.0285,0.0232,0.033,0.0831,None
1.4847,-0.0308,0.1321,0.0293,-0.0124,0.1501,0.0607,-0.0421,0.1117,0.0272,-0.0190,0.0593,0.0193,-0.0187,0.0494,0.0284,0.0234,0.033,0.0829,None
1.4987,-0.0296,0.1325,0.0282,-0.0143,0.1491,0.0565,-0.0413,0.1122,0.0260,-0.0185,0.0594,0.0188,-0.0185,0.0496,0.0279,0.0235,0.027,0.0829,None
1.5125,-0.0283,0.1326,0.0280,-0.0149,0.1482,0.0532,-0.0400,0.1130,0.0252,-0.0177,0.0595,0.0184,-0.0181,0.0498,0.0275,0.0231,0.065,0.0830,None
1.5267,-0.0269,0.1326,0.0279,-0.0148,0.1476,0.0503,-0.0387,0.1139,0.0243,-0.0170,0.0597,0.0179,-0.0176,0.0500,0.0271,0.0224,0.092,0.0832,None
1.5405,-0.0245,0.1331,0.0274,-0.0146,0.1465,0.0474,-0.0372,0.1155,0.0238,-0.0161,0.0599,0.0176,-0.0172,0.0502,0.0267,0.0219,0.100,0.0840,None
1.5548,-0.0221,0.1336,0.0269,-0.0142,0.1455,0.0447,-0.0360,0.1182,0.0240,-0.0152,0.0601,0.0173,-0.0167,0.0504,0.0263,0.0209,0.185,0.0857,None
1.5712,-0.0194,0.1341,0.0263,-0.0140,0.1438,0.0407,-0.0339,0.1190,0.0230,-0.0142,0.0602,0.0169,-0.0161,0.0507,0.0259,0.0212,0.049,0.0857,None
