Time,ThumbTip.x,ThumbTip.y,ThumbTip.z,IndexTip.x,IndexTip.y,IndexTip.z,MiddleTip.x,MiddleTip.y,MiddleTip.z,RingTip.x,RingTip.y,RingTip.z,LittleTip.x,LittleTip.y,LittleTip.z,Dist,Speed,PalmDist,Label
0.3090,-0.0862,0.0700,0.0927,-0.0348,0.1185,0.1315,-0.0100,0.1044,0.1473,0.0003,0.0804,0.1481,0.0132,0.0496,0.1432,0.0998,0.000,0.1154,None
0.3775,-0.0853,0.0705,0.0927,-0.0337,0.1182,0.1311,-0.0091,0.1047,0.1470,-0.0003,0.0794,0.1477,0.0137,0.0499,0.1426,0.0997,0.004,0.1155,None
0.3863,-0.0847,0.0709,0.0929,-0.0333,0.1183,0.1308,-0.0087,0.1052,0.1469,-0.0003,0.0797,0.1476,0.0137,0.0505,0.1424,0.0994,0.039,0.1157,None
0.4520,-0.0847,0.0711,0.0928,-0.0339,0.1177,0.1306,-0.0091,0.1058,0.1468,-0.0006,0.0806,0.1476,0.0138,0.0515,0.1425,0.0991,0.009,0.1160,None
0.4685,-0.0848,0.0711,0.0926,-0.0343,0.1176,0.1305,-0.0094,0.1060,0.1468,-0.0008,0.0807,0.1477,0.0137,0.0517,0.1426,0.0992,0.012,0.1160,None
0.4837,-0.0852,0.0712,0.0925,-0.0346,0.1177,0.1305,-0.0098,0.1061,0.1469,-0.0011,0.0809,0.1477,0.0134,0.0518,0.1427,0.0993,0.016,0.1162,None
0.4970,-0.0855,0.0711,0.0923,-0.0350,0.1177,0.1304,-0.0101,0.1062,0.1468,-0.0014,0.0810,0.1477,0.0132,0.0519,0.1426,0.0994,0.015,0.1162,None
0.5105,-0.0858,0.0710,0.0921,-0.0352,0.1177,0.1304,-0.0105,0.1062,0.1468,-0.0017,0.0810,0.1477,0.0130,0.0520,0.1426,0.0994,0.013,0.1162,None
0.5241,-0.0860,0.0711,0.0921,-0.0355,0.1178,0.1305,-0.0107,0.1062,0.1469,-0.0019,0.0811,0.1477,0.0129,0.0521,0.1426,0.0995,0.009,0.1163,None
0.5368,-0.0862,0.0710,0.0920,-0.0357,0.1178,0.1304,-0.0110,0.1062,0.1468,-0.0020,0.0811,0.1477,0.0127,0.0521,0.1425,0.0995,0.006,0.1162,None
0.5504,-0.0864,0.0709,0.0920,-0.0359,0.1177,0.1304,-0.0111,0.1061,0.1468,-0.0021,0.0810,0.1476,0.0126,0.0520,0.1425,0.0995,0.006,0.1161,None
0.5648,-0.0863,0.0709,0.0921,-0.0358,0.1176,0.1305,-0.0110,0.1061,0.1468,-0.0019,0.0810,0.1476,0.0128,0.0520,0.1424,0.0995,0.012,0.1161,None
0.5789,-0.0862,0.0709,0.0923,-0.0357,0.1175,0.1305,-0.0108,0.1060,0.1467,-0.0017,0.0810,0.1475,0.0129,0.0519,0.1422,0.0994,0.015,0.1160,None
0.5936,-0.0860,0.0708,0.0924,-0.0356,0.1174,0.1305,-0.0107,0.1059,0.1467,-0.0016,0.0808,0.1474,0.0130,0.0517,0.1421,0.0992,0.015,0.1159,None
0.6070,-0.0858,0.0709,0.0926,-0.0353,0.1172,0.1305,-0.0105,0.1057,0.1467,-0.0013,0.0807,0.1473,0.0132,0.0516,0.1420,0.0990,0.019,0.1158,None
0.6192,-0.0843,0.0699,0.0913,-0.0345,0.1155,0.1286,-0.0102,0.1040,0.1445,-0.0012,0.0794,0.1451,0.0131,0.0507,0.1398,0.0974,0.132,0.1141,None
0.6335,-0.0841,0.0700,0.0914,-0.0343,0.1154,0.1287,-0.0100,0.1039,0.1446,-0.0011,0.0792,0.1452,0.0132,0.0506,0.1399,0.0973,0.010,0.1141,None
0.6479,-0.0839,0.0700,0.0915,-0.0340,0.1155,0.1288,-0.0098,0.1038,0.1447,-0.0009,0.0792,0.1453,0.0134,0.0505,0.1399,0.0973,0.011,0.1142,None
0.6631,-0.0837,0.0701,0.0916,-0.0337,0.1155,0.1289,-0.0096,0.1037,0.1448,-0.0007,0.0791,0.1454,0.0136,0.0505,0.1400,0.0973,0.012,0.1142,None
0.6765,-0.0836,0.0703,0.0916,-0.0335,0.1155,0.1290,-0.0094,0.1037,0.1450,-0.0005,0.0790,0.1455,0.0137,0.0504,0.1400,0.0973,0.018,0.1143,None
0.6901,-0.0834,0.0705,0.0916,-0.0330,0.1154,0.1292,-0.0091,0.1035,0.1452,-0.0003,0.0789,0.1457,0.0139,0.0501,0.1402,0.0973,0.034,0.1143,None
0.7038,-0.0829,0.0710,0.0916,-0.0323,0.1155,0.1293,-0.0086,0.1033,0.1454,0.0000,0.0785,0.1459,0.0140,0.0498,0.1403,0.0973,0.053,0.1144,None
0.7181,-0.0823,0.0717,0.0917,-0.0312,0.1155,0.1295,-0.0078,0.1030,0.1456,0.0005,0.0781,0.1460,0.0142,0.0494,0.1404,0.0972,0.073,0.1144,None
0.7323,-0.0816,0.0725,0.0916,-0.0301,0.1157,0.1296,-0.0070,0.1027,0.1458,0.0009,0.0777,0.1462,0.0143,0.0489,0.1405,0.0971,0.080,0.1144,None
0.7454,-0.0808,0.0734,0.0915,-0.0288,0.1158,0.1297,-0.0061,0.1024,0.1461,0.0013,0.0773,0.1464,0.0144,0.0484,0.1407,0.0970,0.099,0.1144,None
0.7602,-0.0803,0.0744,0.0911,-0.0280,0.1161,0.1297,-0.0057,0.1023,0.1462,0.0013,0.0770,0.1465,0.0140,0.0480,0.1409,0.0969,0.085,0.1144,None
0.7736,-0.0801,0.0755,0.0904,-0.0275,0.1165,0.1294,-0.0056,0.1023,0.1462,0.0010,0.0770,0.1466,0.0133,0.0478,0.1410,0.0968,0.087,0.1144,None
0.7881,-0.0797,0.0764,0.0899,-0.0270,0.1168,0.1291,-0.0055,0.1024,0.1462,0.0008,0.0770,0.1467,0.0127,0.0476,0.1412,0.0968,0.075,0.1145,None
0.8016,-0.0791,0.0773,0.0897,-0.0261,0.1172,0.1290,-0.0048,0.1027,0.1464,-0.0007,0.0757,0.1470,0.0127,0.0475,0.1412,0.0968,0.049,0.1148,None
0.8158,-0.0782,0.0780,0.0899,-0.0249,0.1176,0.1289,-0.0049,0.1019,0.1467,-0.0018,0.0744,0.1471,0.0120,0.0470,0.1408,0.0958,0.123,0.1149,None
0.8297,-0.0773,0.0784,0.0902,-0.0238,0.1179,0.1288,-0.0058,0.1004,0.1468,-0.0032,0.0728,0.1466,0.0104,0.0463,0.1402,0.0937,0.198,0.1145,None
0.8438,-0.0764,0.0788,0.0906,-0.0227,0.1182,0.1287,-0.0064,0.0991,0.1468,-0.0040,0.0718,0.1462,0.0092,0.0457,0.1396,0.0920,0.158,0.1141,None
0.8577,-0.0745,0.0784,0.0921,-0.0219,0.1186,0.1285,-0.0064,0.0989,0.1465,-0.0039,0.0719,0.1460,0.0083,0.0456,0.1391,0.0895,0.187,0.1140,None
0.8715,-0.0720,0.0775,0.0941,-0.0214,0.1192,0.1280,-0.0061,0.0994,0.1462,-0.0037,0.0725,0.1457,0.0078,0.0459,0.1387,0.0868,0.252,0.1140,None
0.8857,-0.0704,0.0773,0.0950,-0.0208,0.1198,0.1276,-0.0057,0.1000,0.1459,-0.0035,0.0731,0.1455,0.0077,0.0464,0.1385,0.0853,0.138,0.1140,None
0.9000,-0.0691,0.0774,0.0955,-0.0202,0.1204,0.1271,-0.0054,0.1006,0.1455,-0.0033,0.0737,0.1452,0.0076,0.0470,0.1383,0.0843,0.092,0.1141,None
0.9139,-0.0685,0.0778,0.0956,-0.0193,0.1206,0.1271,-0.0047,0.1007,0.1455,-0.0029,0.0738,0.1452,0.0077,0.0470,0.1382,0.0842,0.023,0.1141,None
0.9277,-0.0679,0.0781,0.0957,-0.0184,0.1208,0.1271,-0.0040,0.1008,0.1455,-0.0024,0.0739,0.1453,0.0079,0.0470,0.1382,0.0841,0.023,0.1142,None
0.9422,-0.0673,0.0782,0.0960,-0.0175,0.1206,0.1274,-0.0034,0.1005,0.1458,-0.0020,0.0736,0.1454,0.0080,0.0467,0.1383,0.0840,0.029,0.1142,None
0.9565,-0.0669,0.0781,0.0964,-0.0169,0.1203,0.1279,-0.0031,0.0999,0.1462,-0.0018,0.0731,0.1457,0.0080,0.0462,0.1384,0.0839,0.033,0.1142,None
0.9704,-0.0667,0.0778,0.0967,-0.0166,0.1197,0.1286,-0.0031,0.0990,0.1468,-0.0019,0.0723,0.1461,0.0078,0.0455,0.1386,0.0837,0.038,0.1142,None
