Time,ThumbTip.x,ThumbTip.y,ThumbTip.z,IndexTip.x,IndexTip.y,IndexTip.z,MiddleTip.x,MiddleTip.y,MiddleTip.z,RingTip.x,RingTip.y,RingTip.z,LittleTip.x,LittleTip.y,LittleTip.z,Dist,Speed,PalmDist,Label
0.2912,-0.0278,0.1365,-0.0037,-0.1139,0.1211,0.0763,-0.1388,0.1140,0.0502,-0.1303,0.0970,0.0163,-0.1005,0.0691,-0.0066,0.1255,0.000,0.1231,None
0.3572,-0.0238,0.1375,-0.0016,-0.1120,0.1223,0.0773,-0.1378,0.1134,0.0636,-0.1319,0.0985,0.0242,-0.1004,0.0709,-0.0060,0.1335,0.178,0.1249,None
0.3674,-0.0218,0.1381,0.0011,-0.1110,0.1226,0.0782,-0.1362,0.1111,0.0755,-0.1344,0.0978,0.0362,-0.1002,0.0714,-0.0047,0.1392,0.948,0.1261,None
0.4310,-0.0215,0.1380,0.0162,-0.1105,0.1226,0.0777,-0.1348,0.1110,0.0772,-0.1299,0.0977,0.0347,-0.0924,0.0680,-0.0019,0.1314,0.213,0.1257,None
0.4471,-0.0229,0.1370,0.0219,-0.1097,0.1233,0.0755,-0.1330,0.1128,0.0707,-0.1238,0.0974,0.0296,-0.0897,0.0672,-0.0003,0.1228,0.798,0.1234,None
0.4612,-0.0235,0.1363,0.0249,-0.1088,0.1239,0.0744,-0.1309,0.1140,0.0665,-0.1196,0.0972,0.0273,-0.0887,0.0674,0.0011,0.1173,0.564,0.1215,None
0.4753,-0.0240,0.1355,0.0262,-0.1077,0.1243,0.0743,-0.1286,0.1149,0.0632,-0.1158,0.0970,0.0257,-0.0896,0.0687,0.0029,0.1129,0.397,0.1197,None
0.4894,-0.0238,0.1351,0.0271,-0.1068,0.1246,0.0740,-0.1270,0.1158,0.0608,-0.1142,0.0974,0.0254,-0.0902,0.0697,0.0042,0.1102,0.275,0.1186,None
0.5036,-0.0231,0.1348,0.0282,-0.1063,0.1251,0.0723,-0.1254,0.1171,0.0550,-0.1133,0.0979,0.0260,-0.0900,0.0703,0.0050,0.1072,0.501,0.1174,None
0.5174,-0.0225,0.1345,0.0290,-0.1058,0.1259,0.0685,-0.1239,0.1178,0.0520,-0.1126,0.0981,0.0265,-0.0896,0.0706,0.0056,0.1054,0.280,0.1165,None
0.5311,-0.0219,0.1344,0.0297,-0.1054,0.1265,0.0659,-0.1229,0.1183,0.0508,-0.1120,0.0985,0.0271,-0.0893,0.0710,0.0062,0.1044,0.150,0.1161,None
0.5454,-0.0217,0.1343,0.0297,-0.1050,0.1266,0.0653,-0.1225,0.1183,0.0510,-0.1117,0.0985,0.0272,-0.0891,0.0711,0.0064,0.1043,0.021,0.1159,None
0.5595,-0.0217,0.1342,0.0296,-0.1049,0.1266,0.0650,-0.1224,0.1184,0.0509,-0.1116,0.0986,0.0270,-0.0890,0.0711,0.0064,0.1042,0.009,0.1159,None
0.5737,-0.0216,0.1343,0.0295,-0.1048,0.1266,0.0648,-0.1224,0.1185,0.0509,-0.1115,0.0988,0.0269,-0.0889,0.0712,0.0064,0.1042,0.009,0.1160,None
