Time,ThumbTip.x,ThumbTip.y,ThumbTip.z,IndexTip.x,IndexTip.y,IndexTip.z,MiddleTip.x,MiddleTip.y,MiddleTip.z,RingTip.x,RingTip.y,RingTip.z,LittleTip.x,LittleTip.y,LittleTip.z,Dist,Speed,PalmDist,Label
0.6584,-0.0848,0.0994,0.0295,-0.0885,0.1033,0.0325,-0.0833,0.1018,0.0489,-0.0787,0.0881,0.0558,-0.0683,0.0817,0.0685,0.0197,0.000,0.0883,None
0.6726,-0.0857,0.0990,0.0279,-0.0895,0.1032,0.0306,-0.0859,0.1012,0.0473,-0.0823,0.0911,0.0565,-0.0731,0.0785,0.0644,0.0195,0.124,0.0892,None
0.6867,-0.0865,0.0975,0.0258,-0.0910,0.1061,0.0274,-0.0940,0.0989,0.0437,-0.0908,0.0897,0.0530,-0.0808,0.0770,0.0607,0.0195,0.536,0.0933,None
0.7003,-0.0891,0.0944,0.0274,-0.0929,0.1068,0.0262,-0.1002,0.0968,0.0412,-0.0975,0.0840,0.0479,-0.0876,0.0701,0.0535,0.0178,0.406,0.0959,None
0.7145,-0.0908,0.0901,0.0332,-0.0943,0.1056,0.0264,-0.1028,0.0970,0.0416,-0.1004,0.0790,0.0448,-0.0904,0.0636,0.0480,0.0161,0.498,0.0973,None
0.7284,-0.0935,0.0872,0.0355,-0.0959,0.1043,0.0263,-0.1051,0.0961,0.0412,-0.1027,0.0755,0.0422,-0.0926,0.0600,0.0447,0.0157,0.243,0.0979,None
0.7422,-0.0971,0.0831,0.0393,-0.0987,0.1005,0.0312,-0.1076,0.0914,0.0457,-0.1046,0.0697,0.0449,-0.0935,0.0534,0.0452,0.0148,0.104,0.0980,None
0.7563,-0.0997,0.0780,0.0446,-0.1025,0.0972,0.0399,-0.1095,0.0851,0.0529,-0.1058,0.0635,0.0511,-0.0936,0.0469,0.0494,0.0147,0.163,0.0980,None
0.7701,-0.1025,0.0702,0.0512,-0.1072,0.0912,0.0487,-0.1121,0.0766,0.0604,-0.1071,0.0554,0.0579,-0.0940,0.0396,0.0551,0.0148,0.086,0.0981,None
0.7840,-0.1042,0.0624,0.0575,-0.1108,0.0844,0.0565,-0.1138,0.0684,0.0673,-0.1076,0.0476,0.0641,-0.0937,0.0326,0.0603,0.0150,0.056,0.0982,None
0.7981,-0.1072,0.0516,0.0625,-0.1160,0.0728,0.0619,-0.1168,0.0569,0.0729,-0.1095,0.0419,0.0745,-0.0955,0.0299,0.0751,0.0151,0.059,0.0983,None
0.8135,-0.1096,0.0421,0.0653,-0.1205,0.0622,0.0645,-0.1193,0.0468,0.0760,-0.1111,0.0371,0.0817,-0.0955,0.0299,0.0883,0.0152,0.046,0.0982,None
0.8260,-0.1109,0.0339,0.0678,-0.1235,0.0529,0.0671,-0.1207,0.0383,0.0790,-0.1117,0.0315,0.0864,-0.0946,0.0272,0.0950,0.0155,0.044,0.0983,None
0.8396,-0.1104,0.0309,0.0700,-0.1241,0.0486,0.0687,-0.1200,0.0352,0.0813,-0.1103,0.0293,0.0887,-0.0923,0.0287,0.0989,0.0154,0.024,0.0983,None
0.8535,-0.1088,0.0333,0.0715,-0.1229,0.0501,0.0695,-0.1179,0.0378,0.0828,-0.1072,0.0316,0.0889,-0.0892,0.0317,0.0972,0.0152,0.042,0.0981,None
0.8679,-0.1077,0.0350,0.0726,-0.1220,0.0509,0.0701,-0.1162,0.0396,0.0839,-0.1046,0.0330,0.0888,-0.0867,0.0337,0.0958,0.0149,0.034,0.0979,None
0.8816,-0.1062,0.0388,0.0729,-0.1203,0.0541,0.0701,-0.1141,0.0435,0.0841,-0.1020,0.0366,0.0884,-0.0842,0.0378,0.0947,0.0145,0.049,0.0976,None
0.8957,-0.1042,0.0438,0.0731,-0.1176,0.0586,0.0701,-0.1113,0.0483,0.0840,-0.0992,0.0411,0.0880,-0.0817,0.0401,0.0927,0.0138,0.063,0.0972,None
0.9095,-0.1025,0.0478,0.0731,-0.1152,0.0615,0.0699,-0.1088,0.0520,0.0838,-0.0964,0.0430,0.0867,-0.0797,0.0390,0.0889,0.0131,0.060,0.0967,None
0.9233,-0.1007,0.0529,0.0731,-0.1109,0.0629,0.0698,-0.1033,0.0484,0.0800,-0.0883,0.0348,0.0769,-0.0743,0.0313,0.0783,0.0087,0.740,0.0925,None
0.9374,-0.0989,0.0554,0.0742,-0.1080,0.0647,0.0713,-0.0967,0.0441,0.0751,-0.0812,0.0313,0.0707,-0.0689,0.0282,0.0722,0.0115,0.729,0.0859,None
0.9514,-0.0979,0.0569,0.0745,-0.1065,0.0662,0.0718,-0.0946,0.0445,0.0739,-0.0760,0.0305,0.0661,-0.0641,0.0268,0.0671,0.0128,0.152,0.0842,None
0.9656,-0.0971,0.0581,0.0747,-0.1054,0.0673,0.0722,-0.0935,0.0452,0.0736,-0.0727,0.0308,0.0637,-0.0609,0.0264,0.0642,0.0134,0.055,0.0836,None
0.9804,-0.0971,0.0594,0.0738,-0.1050,0.0685,0.0714,-0.0932,0.0462,0.0726,-0.0704,0.0314,0.0613,-0.0589,0.0269,0.0620,0.0138,0.028,0.0833,None
0.9933,-0.0976,0.0607,0.0723,-0.1053,0.0703,0.0700,-0.0936,0.0475,0.0713,-0.0685,0.0322,0.0585,-0.0578,0.0276,0.0599,0.0138,0.014,0.0833,None
