Time,ThumbTip.x,ThumbTip.y,ThumbTip.z,IndexTip.x,IndexTip.y,IndexTip.z,MiddleTip.x,MiddleTip.y,MiddleTip.z,RingTip.x,RingTip.y,RingTip.z,LittleTip.x,LittleTip.y,LittleTip.z,Dist,Speed,PalmDist,Label
0.3102,0.0152,0.0104,0.1381,0.0538,0.0143,0.1622,0.0732,0.0129,0.1318,0.0718,-0.0020,0.1119,0.0948,-0.0055,0.1084,0.0584,0.000,0.0883,None
0.4193,0.0151,0.0101,0.1384,0.0542,0.0167,0.1631,0.0720,0.0131,0.1301,0.0720,-0.0010,0.1114,0.0957,-0.0043,0.1081,0.0576,0.022,0.0862,None
0.4303,0.0151,0.0101,0.1384,0.0542,0.0168,0.1632,0.0720,0.0131,0.1301,0.0720,-0.0010,0.1114,0.0957,-0.0042,0.1081,0.0575,0.004,0.0861,None
0.4667,0.0152,0.0099,0.1385,0.0543,0.0166,0.1633,0.0720,0.0131,0.1301,0.0721,-0.0009,0.1114,0.0959,-0.0042,0.1081,0.0575,0.006,0.0861,None
0.4896,0.0152,0.0099,0.1386,0.0543,0.0165,0.1634,0.0721,0.0130,0.1301,0.0722,-0.0010,0.1114,0.0959,-0.0042,0.1081,0.0576,0.001,0.0861,None
0.4935,0.0152,0.0099,0.1386,0.0543,0.0164,0.1634,0.0721,0.0130,0.1301,0.0722,-0.0010,0.1114,0.0959,-0.0043,0.1081,0.0576,0.012,0.0861,None
0.5076,0.0152,0.0098,0.1386,0.0543,0.0162,0.1634,0.0721,0.0129,0.1301,0.0722,-0.0010,0.1114,0.0959,-0.0043,0.1081,0.0575,0.004,0.0861,None
0.5221,0.0152,0.0098,0.1386,0.0544,0.0161,0.1634,0.0721,0.0128,0.1301,0.0722,-0.0011,0.1113,0.0960,-0.0044,0.1081,0.0576,0.009,0.0861,None
0.5365,0.0152,0.0099,0.1387,0.0544,0.0159,0.1635,0.0722,0.0127,0.1301,0.0723,-0.0012,0.1113,0.0960,-0.0044,0.1081,0.0577,0.011,0.0861,None
0.5505,0.0152,0.0099,0.1387,0.0545,0.0157,0.1635,0.0722,0.0126,0.1301,0.0723,-0.0013,0.1113,0.0961,-0.0045,0.1080,0.0578,0.011,0.0861,None
0.5640,0.0151,0.0099,0.1388,0.0545,0.0155,0.1635,0.0722,0.0125,0.1301,0.0724,-0.0013,0.1113,0.0961,-0.0045,0.1080,0.0578,0.010,0.0861,None
0.5780,0.0150,0.0100,0.1388,0.0544,0.0155,0.1635,0.0722,0.0125,0.1302,0.0723,-0.0013,0.1113,0.0961,-0.0044,0.1081,0.0579,0.009,0.0861,None
0.5921,0.0149,0.0100,0.1389,0.0543,0.0155,0.1635,0.0721,0.0125,0.1302,0.0722,-0.0013,0.1113,0.0960,-0.0044,0.1081,0.0579,0.005,0.0861,None
