Time,ThumbTip.x,ThumbTip.y,ThumbTip.z,IndexTip.x,IndexTip.y,IndexTip.z,MiddleTip.x,MiddleTip.y,MiddleTip.z,RingTip.x,RingTip.y,RingTip.z,LittleTip.x,LittleTip.y,LittleTip.z,Dist,Speed,PalmDist,Label
4.4457,-0.0664,0.1197,-0.0314,-0.0833,0.1550,0.0625,-0.1224,0.1330,0.0363,-0.1254,0.1095,0.0109,-0.1140,0.0828,-0.0054,0.0889,0.000,0.1205,None
4.4623,-0.0737,0.1155,-0.0305,-0.0883,0.1520,0.0629,-0.1272,0.1277,0.0394,-0.1302,0.1038,0.0148,-0.1201,0.0779,0.0012,0.0889,0.211,0.1206,None
4.4842,-0.0778,0.1131,-0.0291,-0.0912,0.1497,0.0641,-0.1298,0.1243,0.0420,-0.1327,0.1002,0.0175,-0.1223,0.0746,0.0037,0.0888,0.098,0.1206,None
4.5013,-0.0793,0.1122,-0.0283,-0.0921,0.1489,0.0649,-0.1306,0.1231,0.0433,-0.1334,0.0990,0.0188,-0.1229,0.0735,0.0048,0.0887,0.057,0.1206,None
4.5180,-0.0802,0.1117,-0.0274,-0.0923,0.1483,0.0658,-0.1308,0.1225,0.0447,-0.1338,0.0983,0.0199,-0.1231,0.0729,0.0057,0.0887,0.048,0.1207,None
4.5334,-0.0811,0.1112,-0.0266,-0.0925,0.1478,0.0665,-0.1311,0.1218,0.0459,-0.1341,0.0977,0.0210,-0.1234,0.0723,0.0065,0.0886,0.052,0.1207,None
4.5486,-0.0819,0.1107,-0.0260,-0.0927,0.1475,0.0669,-0.1312,0.1214,0.0468,-0.1343,0.0972,0.0217,-0.1236,0.0718,0.0071,0.0886,0.048,0.1207,None
4.5636,-0.0828,0.1101,-0.0253,-0.0929,0.1471,0.0674,-0.1314,0.1208,0.0479,-0.1347,0.0966,0.0226,-0.1239,0.0713,0.0078,0.0886,0.051,0.1208,None
4.5784,-0.0837,0.1095,-0.0249,-0.0934,0.1467,0.0677,-0.1318,0.1202,0.0489,-0.1352,0.0959,0.0235,-0.1243,0.0706,0.0086,0.0887,0.049,0.1209,None
4.5929,-0.0846,0.1088,-0.0244,-0.0938,0.1463,0.0680,-0.1322,0.1196,0.0498,-0.1356,0.0952,0.0244,-0.1248,0.0699,0.0094,0.0888,0.051,0.1209,None
4.6074,-0.0860,0.1077,-0.0241,-0.0947,0.1457,0.0679,-0.1329,0.1186,0.0507,-0.1366,0.0941,0.0256,-0.1266,0.0688,0.0115,0.0890,0.058,0.1210,None
4.6222,-0.0873,0.1066,-0.0241,-0.0959,0.1451,0.0677,-0.1339,0.1175,0.0513,-0.1381,0.0930,0.0277,-0.1298,0.0679,0.0166,0.0893,0.045,0.1211,None
4.6362,-0.0885,0.1055,-0.0245,-0.0974,0.1445,0.0669,-0.1351,0.1165,0.0519,-0.1411,0.0934,0.0380,-0.1348,0.0669,0.0277,0.0902,0.075,0.1214,None
4.6522,-0.0895,0.1045,-0.0249,-0.0987,0.1439,0.0663,-0.1362,0.1158,0.0533,-0.1427,0.0931,0.0466,-0.1378,0.0645,0.0352,0.0917,0.111,0.1220,None
4.6644,-0.0904,0.1036,-0.0254,-0.1003,0.1431,0.0657,-0.1375,0.1149,0.0543,-0.1439,0.0920,0.0493,-0.1396,0.0622,0.0383,0.0933,0.134,0.1224,None
4.6787,-0.0909,0.1029,-0.0262,-0.1018,0.1424,0.0648,-0.1387,0.1142,0.0543,-0.1450,0.0910,0.0485,-0.1405,0.0609,0.0377,0.0943,0.073,0.1227,None
4.6925,-0.0914,0.1022,-0.0268,-0.1033,0.1418,0.0641,-0.1398,0.1133,0.0542,-0.1460,0.0899,0.0478,-0.1414,0.0597,0.0372,0.0950,0.059,0.1230,None
4.7065,-0.0919,0.1016,-0.0275,-0.1044,0.1413,0.0632,-0.1407,0.1127,0.0536,-0.1469,0.0892,0.0472,-0.1420,0.0588,0.0365,0.0953,0.033,0.1230,None
4.7205,-0.0924,0.1009,-0.0280,-0.1055,0.1409,0.0625,-0.1416,0.1120,0.0530,-0.1476,0.0884,0.0465,-0.1426,0.0579,0.0359,0.0954,0.024,0.1231,None
4.7343,-0.0929,0.1002,-0.0285,-0.1065,0.1404,0.0617,-0.1425,0.1113,0.0524,-0.1483,0.0876,0.0459,-0.1431,0.0570,0.0353,0.0956,0.024,0.1232,None
4.7483,-0.0937,0.0994,-0.0287,-0.1074,0.1399,0.0613,-0.1431,0.1106,0.0524,-0.1489,0.0867,0.0459,-0.1435,0.0560,0.0355,0.0956,0.013,0.1232,None
4.7622,-0.0946,0.0986,-0.0285,-0.1080,0.1394,0.0613,-0.1436,0.1098,0.0529,-0.1492,0.0858,0.0466,-0.1437,0.0550,0.0362,0.0957,0.040,0.1232,None
