Time,ThumbTip.x,ThumbTip.y,ThumbTip.z,IndexTip.x,IndexTip.y,IndexTip.z,MiddleTip.x,MiddleTip.y,MiddleTip.z,RingTip.x,RingTip.y,RingTip.z,LittleTip.x,LittleTip.y,LittleTip.z,Dist,Speed,PalmDist,Label
0.2999,-0.1009,0.0389,0.0834,-0.0955,0.0405,0.1088,-0.0924,0.0234,0.0833,-0.0804,0.0103,0.0639,-0.0732,-0.0003,0.0505,0.0177,0.000,0.0708,None
0.3719,-0.0817,0.0320,0.1063,-0.0785,0.0287,0.1245,-0.0808,0.0141,0.0988,-0.0729,0.0035,0.0765,-0.0662,-0.0057,0.0607,0.0195,0.151,0.0727,None
0.3810,-0.0676,0.0229,0.1188,-0.0636,0.0208,0.1329,-0.0784,0.0082,0.1157,-0.0744,0.0020,0.0879,-0.0662,-0.0068,0.0706,0.0185,1.422,0.0848,None
0.4431,-0.0668,0.0188,0.1203,-0.0607,0.0128,0.1542,-0.0799,-0.0040,0.1340,-0.0791,-0.0089,0.1010,-0.0667,-0.0145,0.0771,0.0296,0.303,0.0987,None
0.4602,-0.0660,0.0176,0.1210,-0.0556,0.0091,0.1631,-0.0790,-0.0076,0.1410,-0.0804,-0.0139,0.1127,-0.0689,-0.0181,0.0852,0.0347,0.393,0.1033,None
0.4737,-0.0649,0.0164,0.1218,-0.0519,0.0067,0.1668,-0.0772,-0.0102,0.1448,-0.0781,-0.0188,0.1221,-0.0688,-0.0214,0.0909,0.0373,0.259,0.1054,None
0.4881,-0.0638,0.0154,0.1225,-0.0479,0.0052,0.1698,-0.0752,-0.0118,0.1463,-0.0764,-0.0203,0.1234,-0.0674,-0.0227,0.0921,0.0379,0.089,0.1058,None
0.5017,-0.0629,0.0168,0.1228,-0.0454,0.0068,0.1714,-0.0740,-0.0103,0.1470,-0.0753,-0.0190,0.1242,-0.0666,-0.0219,0.0930,0.0379,0.041,0.1058,None
0.5153,-0.0615,0.0177,0.1234,-0.0443,0.0074,0.1714,-0.0727,-0.0092,0.1475,-0.0743,-0.0180,0.1248,-0.0660,-0.0210,0.0937,0.0378,0.018,0.1056,None
0.5292,-0.0601,0.0182,0.1240,-0.0447,0.0079,0.1706,-0.0714,-0.0086,0.1480,-0.0732,-0.0173,0.1254,-0.0653,-0.0205,0.0943,0.0377,0.009,0.1055,None
0.5433,-0.0591,0.0182,0.1246,-0.0460,0.0075,0.1693,-0.0706,-0.0087,0.1480,-0.0726,-0.0171,0.1254,-0.0650,-0.0202,0.0945,0.0374,0.044,0.1053,None
0.5578,-0.0587,0.0179,0.1248,-0.0466,0.0067,0.1688,-0.0716,-0.0063,0.1397,-0.0725,-0.0157,0.1217,-0.0652,-0.0200,0.0941,0.0312,0.619,0.0997,None
0.5722,-0.0596,0.0179,0.1243,-0.0483,0.0068,0.1679,-0.0726,-0.0003,0.1198,-0.0714,-0.0114,0.1098,-0.0659,-0.0198,0.0933,0.0229,1.420,0.0870,None
0.5944,-0.0611,0.0184,0.1235,-0.0543,0.0090,0.1617,-0.0705,0.0045,0.1023,-0.0685,-0.0067,0.0958,-0.0662,-0.0191,0.0915,0.0270,0.793,0.0757,None
0.5994,-0.0622,0.0187,0.1229,-0.0578,0.0105,0.1571,-0.0680,0.0066,0.0939,-0.0660,-0.0047,0.0888,-0.0664,-0.0186,0.0903,0.0319,1.731,0.0699,None
0.6118,-0.0634,0.0194,0.1216,-0.0605,0.0120,0.1527,-0.0685,0.0074,0.0921,-0.0661,-0.0033,0.0853,-0.0665,-0.0178,0.0886,0.0322,0.072,0.0692,None
0.6266,-0.0652,0.0201,0.1205,-0.0623,0.0130,0.1504,-0.0691,0.0080,0.0913,-0.0665,-0.0024,0.0834,-0.0669,-0.0172,0.0876,0.0319,0.082,0.0690,None
0.6402,-0.0664,0.0204,0.1198,-0.0646,0.0135,0.1479,-0.0697,0.0083,0.0908,-0.0669,-0.0020,0.0823,-0.0676,-0.0169,0.0870,0.0317,0.046,0.0690,None
0.6546,-0.0668,0.0199,0.1197,-0.0666,0.0128,0.1458,-0.0703,0.0079,0.0906,-0.0676,-0.0023,0.0821,-0.0682,-0.0168,0.0856,0.0316,0.011,0.0693,None
